ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,authenticator
Standard Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Storage,48.86,7,0.0,0.9772,e6d779e7-1622-4dc8-a736-4566c46622da
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,14.2,2,0.0,6.532,13ff67e7-b1f6-49e2-9860-f381f940b036
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,12.96,2,0.0,6.2208,6e668e11-26d1-4062-bc53-c6cd62d31524
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,58.34,2,0.0,28.0032,a1db4622-92a2-45b9-8aa6-6a215daabca1
First Class,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Art,56.3,2,0.0,15.764,b0cbd44f-91fb-45b3-8e7c-f67e78d8e14e
Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Phones,629.95,5,0.0,163.787,2950331d-59ad-4649-9621-7a9dbb4a82af
Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,122.97,3,0.0,60.2553,a6315e52-8f83-4586-8e84-662052dd79a4
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,46.35,5,0.0,21.7845,afd0d55b-9cef-4844-b3e9-9b44163e8513
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,14.976,9,0.2,5.4288,7e35255e-6f75-43a3-8a4d-0285a27e9b98
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,4.24,5,0.8,-6.36,bbebb0ee-aa41-4a1d-ac3e-932ebbae5d4a
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Accessories,319.96,4,0.0,115.1856,543cc876-06f3-434a-9487-f5edfbf0a46a
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,17.04,3,0.0,7.668,9b0c8f20-9905-44f1-823d-cf428547c06b
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,344.91,3,0.0,10.3473,cb4c21f3-d118-4957-b8be-999930a04c04
First Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Bookcases,81.94,1,0.0,20.485,367c6525-697a-4487-b605-eb2b4bc9e11d
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Accessories,98.16,6,0.0,9.816,2729c816-fd12-4252-b031-4f249ef605c9
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,6.874,7,0.8,-10.6547,823e9101-0f59-4a59-afe5-fe31be95c82a
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,1.996,1,0.8,-3.2934,cc12f67f-eafa-4d18-a8b5-ad69ec196de4
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Storage,8.928,2,0.2,0.6696,1726a58d-3125-4458-a2b1-6ea6c5b9a912
Second Class,Corporate,United States,Iowa City,Iowa,52240,Central,Office Supplies,Paper,9.99,1,0.0,4.4955,4b00010e-2f78-4f6b-ae9a-3fd59ae81e99
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Copiers,10499.97,3,0.0,5039.9856,d27cc239-46c0-44b5-b889-ddb462f49501
Same Day,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,21.12,5,0.2,6.6,ad3b73f3-d0a6-4bf6-8544-368881e605df
Standard Class,Corporate,United States,Boise,Idaho,83704,West,Furniture,Tables,696.42,2,0.0,160.1766,1ab868ab-0e2c-4b5e-a981-ec138dded9fe
Standard Class,Corporate,United States,Boise,Idaho,83704,West,Technology,Phones,304.776,3,0.2,22.8582,748d9d53-13fe-4db0-9542-f5f7ef7954de
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,51.98,2,0.0,15.0742,6d6af9f5-f41c-46ae-8e51-11c882512a89
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,24.7,5,0.0,10.374,0d7d1af0-ef5d-4a6f-ade5-a3be798b1789
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,21.93,3,0.0,10.3071,3fe13584-6d24-4fbe-94a7-f6da011eec31
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,394.816,4,0.2,93.7688,06505244-1610-46c3-8062-17680ce550d9
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,18.192,4,0.7,-14.5536,e64cf0d1-89b5-445f-aba9-398e868b3947
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,7.31,1,0.0,3.4357,7f9bb6ed-7a24-4fd6-94ca-b3ba1c9f4d7a
Same Day,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,799.984,2,0.2,249.995,a55711cd-089b-4417-bf91-277cbf85d148
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,41.28,6,0.0,18.9888,7c270d1c-993a-4934-9d12-551ec8caf164
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,184.66,7,0.0,84.9436,6bd73286-9c15-4011-808d-b5c82ec21140
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Art,49.25,5,0.0,18.715,61b9014e-de7b-438b-bdb0-d48e3720c9d8
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,10.16,2,0.0,4.7752,1958e5f7-6424-44c9-90a3-ab8978ed7c96
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,14.76,2,0.0,4.2804,92484eca-8a78-4479-8259-c5834867e49e
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Binders,34.08,2,0.0,15.6768,73a0b179-e253-4480-9752-41d2bffd4787
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,17.67,3,0.0,7.7748,fc473708-3054-4d7c-86da-0fab55c6b92e
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Chairs,1604.9,5,0.0,481.47,738c1853-9d80-48a4-a4e2-4199426e0820
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,385.686,1,0.3,-60.6078,09e399f4-3714-492f-8ade-832f40bb2512
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,15.984,2,0.2,4.995,69e69010-85ce-4aba-82db-e5d84ec4fde3
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,9.42,3,0.0,4.239,af1b20c7-6f42-4876-9bca-88d116f9e8fe
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,6.56,2,0.0,1.9024,c673adc1-b20e-47ba-ad4b-253dc65638b4
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,24.56,2,0.0,11.5432,0aa24161-4b7b-4f50-b2c9-b0f717d17768
Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Office Supplies,Binders,128.4,3,0.0,64.2,cc0e1546-34c5-46c7-8502-41e2b7ebece8
Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,62.28,4,0.0,29.2716,76f7802f-ecf2-473c-8f6a-7d3c8ffc1b4a
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Labels,9.24,3,0.0,4.4352,90a59c19-814f-4368-b02b-fa8ed9e5bbc6
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,482.664,8,0.15,85.176,4e1dde97-ff8a-4f45-9e1c-254873028730
First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Machines,4799.984,2,0.2,359.9988,335cac82-3ff9-4dd9-8a02-9a90fd20cb64
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,37.94,2,0.0,18.2112,f7cedd22-e41a-4267-87be-aac1b2ed48c5
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,18.288,6,0.2,6.6294,5459b700-160b-448e-9233-b05371a24b6e
Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Machines,385.8,5,0.2,130.2075,78dc155c-fd8d-4d61-b5ed-ea1823b531d3
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,102.96,2,0.0,1.0296,65aceccf-403c-4e45-b7d6-e63235267b2e
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,174.42,3,0.0,41.8608,c1100f3f-14e8-4e44-b9bc-e1c0deed3650
First Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,1.964,2,0.8,-3.2406,4e992fa6-493b-4cb3-b549-6dc1bf2c6b59
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,94.428,3,0.6,-42.4926,d467a517-e2d5-4c0e-883a-aaaf573dfe30
Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Fasteners,45.92,4,0.0,21.5824,3168589e-31ec-4393-8957-5eca73f32e34
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,61.584,1,0.2,-6.9282,159be6a9-1b73-44a6-a80a-f5dcaa32957f
First Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Paper,22.48,1,0.0,10.3408,dbc07fcf-540f-4dbd-8071-6abb5ec2f889
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,332.028,9,0.6,-348.6294,d0385065-1624-4efc-b929-9be77bf39d8c
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,11.394,9,0.8,-17.6607,cda8e618-0c05-430e-86ee-d60fbcad2393
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,5dd29edd-cd1f-4e5c-a19c-3b7292c7ad4f
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,31.104,6,0.2,11.2752,8174c655-a97a-4478-8c3e-9c40d7833827
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.316,1,0.8,-10.4214,1bf42914-b79e-43db-b04c-e00953859ed8
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,11.352,3,0.2,4.1151,827aa11b-682d-4fb9-91ae-6f94fee4e0be
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,20.808,9,0.2,7.0227,d1d7f17e-7cee-44a3-ab50-f19d3712c928
Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,11.416,4,0.8,-18.8364,85f44c3a-fc59-4bca-8bfc-b272e152e610
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,9.408,7,0.2,0.7056,9a989c54-5ee1-4f81-a05c-b3b27081d0c8
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,19.83,1,0.0,5.949,bb3d6c70-19b5-4a61-9c70-9b8a7480e41f
Standard Class,Corporate,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Paper,209.7,2,0.0,100.656,a2e2264e-00c7-47b5-a87f-ac0d15df13cd
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,43.92,4,0.0,11.8584,13b04426-4424-4aaf-a8c7-18cd8753fe78
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Binders,20.232,3,0.2,6.5754,1cc09ae7-bb11-41ae-9cfd-248414160514
First Class,Home Office,United States,Springfield,Virginia,22153,South,Technology,Phones,149.97,3,0.0,5.9988,e331617d-6003-4ac8-95da-ff515241eea3
First Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,27.81,3,0.0,13.0707,36fb43ee-544c-4295-a966-0258997f4a07
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,66.3,3,0.0,8.619,0ef7f7f3-ee5c-4129-963f-e633c3a2e311
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,1.64,1,0.0,0.738,8d8de44a-b5c2-4b41-868a-c1bd7af3163b
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,1049.2,5,0.0,272.792,a7a92997-846f-40f0-9b5a-f8e40aed974d
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,20.9,5,0.0,7.524,2a68d8a1-e71c-44a6-a384-660438e1914a
Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,88.08,6,0.0,40.5168,46741ed9-45b1-4ba3-9800-b14463c160f2
Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,751.92,4,0.0,150.384,dda68381-c013-42e2-9b54-3fa0f48372df
Same Day,Corporate,United States,New York City,New York,10011,East,Furniture,Chairs,887.103,7,0.1,177.4206,2377bff1-6933-4680-b7c2-1374a38228d0
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Technology,Phones,55.944,7,0.2,-13.2867,fb880e6c-ccad-43e1-8adb-b78cb577c770
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Office Supplies,Art,10.688,2,0.2,2.2712,34479f0a-b382-4d55-a3dd-c2de9b8f344b
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Technology,Phones,11.824,2,0.2,1.0346,28cdc26c-9fb8-4a8b-8f28-3e26f0941d85
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Paper,63.312,3,0.2,20.5764,22b96d59-e67d-4b6f-9ff8-067339730c0b
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Binders,96.784,4,0.8,-145.176,149aa3de-3dc5-4d85-8f92-75e172ad65bd
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Furniture,Furnishings,10.476,3,0.6,-6.8094,3be34c73-2190-431c-85cc-33be86e92555
Standard Class,Corporate,United States,Medford,Oregon,97504,West,Office Supplies,Binders,9.762,2,0.7,-6.8334,618a2970-cf62-4df0-8697-6728a4536f75
First Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs,196.784,2,0.2,-22.1382,0463ff9a-7b3b-450f-bbe9-b3ef283256c2
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,47.98,2,0.0,23.99,3795e578-b34b-4c51-9212-4e834dd406ab
Second Class,Corporate,United States,Fairfield,Connecticut,6824,East,Office Supplies,Labels,13.05,5,0.0,6.003,aca0261f-868d-452e-8a76-9ff81bcf7a33
Standard Class,Consumer,United States,Moorhead,Minnesota,56560,Central,Technology,Accessories,63.96,4,0.0,19.8276,e800a023-5a90-471a-8206-2073108b5c69
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,80.48,1,0.0,24.144,6d94d8fa-5b4f-422f-9b3e-53ecb5636906
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,11.673,3,0.7,-7.782,42040062-4bbc-4d33-80d4-2a84d0222bcb
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Tables,863.128,8,0.3,-160.2952,d6ec5c46-6d87-45ee-9797-91137dc7b926
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.564,3,0.8,-6.237,79f9b8ee-7f5d-41f0-825b-6b3633c5d708
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Bookcases,956.6648,7,0.32,-225.0976,b8b7fc4a-2ced-47c7-9e7c-8251000be32f
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,12.588,3,0.8,-20.1408,2cc2a8f4-01cb-4106-8112-d6211f5b3de0
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,171.96,5,0.2,45.1395,75fc77c2-2489-469c-b481-e8bcabf2b2d7
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Tables,871.4,4,0.0,148.138,0fc948ba-58d7-40dd-8004-8637ad47b4e2
Standard Class,Corporate,United States,Jackson,Tennessee,38301,South,Furniture,Furnishings,692.472,11,0.2,190.4298,d1eba12d-4e96-47af-a59d-fa74ee42fb57
Second Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,207.76,4,0.0,85.1816,646a331c-a71f-4e05-bd5b-a7141bcf2c09
Same Day,Consumer,United States,Murray,Utah,84107,West,Technology,Phones,71.928,9,0.2,6.2937,0d907442-999d-443c-858b-b278c1b220e6
Same Day,Consumer,United States,Murray,Utah,84107,West,Office Supplies,Art,25.99,1,0.0,7.5371,370baa37-6587-42a3-a6b0-f9077a8d4af8
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,3.592,1,0.2,1.1225,040eb0e3-9d5b-4f0d-8da7-21a928a9201b
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,48.632,2,0.8,-121.58,4d046956-6815-4a7d-8603-02a42f87a629
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,323.1,2,0.0,61.389,b029601f-b1e5-409e-8583-3bf2f3202bb4
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Technology,Machines,9099.93,7,0.0,2365.9818,8135c904-d2f4-40bd-ada6-d5635ee93576
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Furnishings,9.96,2,0.0,3.2868,5b64dabe-fd32-4a56-9975-6935bbb32412
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,25.3,5,0.0,11.891,8c812f15-3406-48b5-8d68-c62c2677cdab
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,11.36,2,0.0,5.2256,64f87cc4-4f65-46a5-9a7c-905f8eaaddec
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,69.264,2,0.1,14.6224,2a275f41-73cb-4413-a0ba-b88fce9312cc
First Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Labels,3.69,1,0.0,1.7343,c3686632-9f01-4f06-852e-eab6125ae617
First Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,1103.97,3,0.0,496.7865,4ff2ce34-dcd6-49e4-bf32-c4f35401da30
Second Class,Corporate,United States,Port Arthur,Texas,77642,Central,Furniture,Bookcases,246.1328,2,0.32,-76.0116,1a0833bb-cb6c-40dc-b76f-6a51bb293f1b
Second Class,Corporate,United States,Port Arthur,Texas,77642,Central,Office Supplies,Labels,11.696,2,0.2,3.9474,cd197d14-d901-46a8-833b-c63427482f8a
Second Class,Corporate,United States,Port Arthur,Texas,77642,Central,Technology,Copiers,439.992,1,0.2,164.997,3fda69e7-79c2-4fe3-88c5-86b9075410cf
Standard Class,Home Office,United States,Nashville,Tennessee,37211,South,Office Supplies,Storage,64.784,1,0.2,-12.9568,2b57023f-db35-4d8e-9421-02de004a28fb
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Binders,33.28,5,0.8,-49.92,4b479129-4e96-4682-bbfe-8d3e6aa82762
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,14.088,3,0.2,4.9308,3e9efd46-06c9-41f4-96fe-0068bb0c1e24
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Art,11.16,2,0.0,2.79,0220c140-9c2e-4779-8874-1af98fb56f96
Second Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Tables,896.328,9,0.2,22.4082,dcb589be-42dc-42dc-beb3-fb41313d9a9c
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,189.0,1,0.0,68.04,8872712c-c0c2-46eb-8af2-3a39a416fb7c
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,53.982,3,0.4,-10.7964,b42b9cf1-c6d5-48be-89e1-bf61fbbf4436
Standard Class,Corporate,United States,Redmond,Oregon,97756,West,Furniture,Tables,177.225,5,0.5,-120.513,f06be9b7-b08e-4c56-8159-6b6f77bc1615
Standard Class,Consumer,United States,Citrus Heights,California,95610,West,Furniture,Furnishings,129.39,3,0.0,54.3438,d0df28df-1537-4a98-910d-c46aca9f1953
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Storage,54.32,4,0.0,0.5432,e557f687-b8f1-4ef4-83c1-d85a0150b274
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Phones,4367.896,13,0.2,327.5922,f6de2b7e-82bc-4e57-97c9-3ab8fe3a8f77
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,49.568,2,0.2,15.49,f11d5216-9905-4a1f-843b-1f708149ec4c
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Appliances,161.376,6,0.2,12.1032,ce43514d-76b5-41d5-9522-27df6e6d095c
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Furniture,Furnishings,2.784,2,0.2,0.4176,412fd72b-2657-4754-b0ce-9253dcca6461
Second Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,8.72,5,0.2,2.943,37a9870f-0e90-49ba-ad97-f12d2287a5d1
Second Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,3.912,1,0.2,1.0269,33097a84-d0f8-42f9-a688-df4c8ac4cca5
Same Day,Consumer,United States,The Colony,Texas,75056,Central,Office Supplies,Envelopes,59.752,7,0.2,19.4194,436fb7f3-22ea-40bc-8667-e434be9bc554
Second Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,63.92,4,0.0,3.196,5106fe40-dbd4-4029-af8c-0b6f97c99f3f
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,383.96,5,0.2,38.396,a0257984-4e14-4857-85a4-e83c37f4f9db
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,7.752,3,0.2,2.8101,51f0e5bf-82dd-4ff9-ad0d-a9102e3964fa
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,33.568,2,0.2,11.7488,c5c87f55-4ae4-4861-a6a7-f676ab5086b3
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,666.344,7,0.2,66.6344,9c9d29be-28bb-45d4-8883-42c7f873bb95
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,573.728,4,0.2,-64.5444,de0482b1-a504-4156-b4c1-8c8c5551fc03
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,21.936,3,0.2,8.226,020fc640-393b-40cc-9d3b-2bcb5e445761
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,19.44,3,0.0,9.3312,c0f32970-18e4-426c-a124-4d48713711da
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,447.968,4,0.2,139.99,5211de5d-8f91-4512-93ac-4667a333b332
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,16.78,2,0.0,4.195,0beb47f4-6285-4453-88a6-ce9e4e255148
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,20.96,2,0.0,5.24,f414e546-1153-476f-8b87-99fa2f3cce6b
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,88.752,3,0.2,27.735,3c7d59d3-b6b8-4057-a205-faa6d42dff66
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,304.23,3,0.0,9.1269,69581cb4-1b2c-460b-b2c3-6c8662877fc3
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,167.86,2,0.0,78.8942,97f87b0b-6449-4631-b597-690643ca7caa
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Furniture,Furnishings,82.38,6,0.0,25.5378,1552deb3-ba8b-494a-a78e-dc5a1fe4075a
Second Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Technology,Phones,23.976,3,0.2,-5.6943,9ed4b82f-3d62-4cd0-bdf4-fb108ab08ce6
Second Class,Consumer,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,33.29,1,0.0,7.9896,02b23719-30ca-470e-bfe9-64198da9ab5d
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Binders,14.952,2,0.7,-11.9616,2e32a581-38d1-434c-a9c4-5832dbc77e75
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Technology,Phones,323.982,3,0.4,-80.9955,dde16bb7-272b-43aa-a7a6-87e00570e5cd
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Binders,2.286,2,0.7,-1.6764,49f4e9ba-00bd-4075-88bb-b7b576c75dcc
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Art,14.352,3,0.2,0.897,d74541f4-6858-4fc9-9f27-c0c11098f694
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Technology,Accessories,71.976,3,0.2,0.8997,c5895fdf-c79f-4f44-bded-48d0f882476b
First Class,Corporate,United States,Plainfield,New Jersey,7060,East,Office Supplies,Art,9.21,3,0.0,2.3025,50bd2faa-9480-472c-b346-818a96eac5f9
First Class,Corporate,United States,Plainfield,New Jersey,7060,East,Office Supplies,Paper,18.0,5,0.0,8.28,a7d4da2b-04ab-4b80-8f50-a478cd115ba4
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,42.93,9,0.0,19.3185,934fff41-2b9e-42b5-8d96-c15daa5292f2
Standard Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Paper,15.552,3,0.2,5.4432,b91d21b9-f0d6-48d5-a29b-95c6cad9ede1
Standard Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Appliances,17.92,5,0.2,1.12,ef344369-2f90-4d90-b0dc-8db5d814ae6a
Standard Class,Consumer,United States,Redmond,Washington,98052,West,Technology,Accessories,19.99,1,0.0,6.7966,b3da37e4-5970-499f-aae0-a13eb6dcea5f
Standard Class,Consumer,United States,Redmond,Washington,98052,West,Office Supplies,Binders,22.92,5,0.2,8.022,33617569-c136-4036-bb59-728401be16a4
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Technology,Accessories,50.88,6,0.2,14.628,b3a04544-aec1-4665-8c7c-40a0a5e18d83
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Office Supplies,Envelopes,27.312,2,0.2,9.2178,ad7a36c1-f733-4d44-b586-74eff2e2f230
Standard Class,Consumer,United States,Bullhead City,Arizona,86442,West,Office Supplies,Envelopes,7.92,1,0.2,2.772,5f5aaaa2-da36-4f54-89d5-6541d0eca606
Standard Class,Consumer,United States,Bullhead City,Arizona,86442,West,Furniture,Furnishings,14.368,2,0.2,3.9512,9cf1ffe8-6b31-4ffa-af60-3b3a80cbf501
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Accessories,107.97,3,0.0,22.6737,50b60ac9-e679-44d0-9a3e-dfc97e6e0dcc
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,113.82,3,0.0,53.4954,a73deaae-76b6-41c6-a60c-2e5dedc9270d
Standard Class,Consumer,United States,Franklin,Tennessee,37064,South,Office Supplies,Paper,5.184,1,0.2,1.8144,7dc2f5a4-eaf1-4625-836f-e178b798a8e4
Same Day,Consumer,United States,Portage,Indiana,46368,Central,Office Supplies,Art,16.28,2,0.0,6.512,1d6a701e-5e17-4039-8e5b-926028c631d7
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,544.38,3,0.0,157.8702,41eb5c34-18ad-403f-b24e-32dbc451a413
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,19.824,6,0.2,6.6906,80a4a098-642d-446d-9350-c628d254b4bc
